IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.0.162,8080,false,SIN,Asia Pacific,Singapore,281 ms,1506 kB/s
8.219.106.156,8880,false,SIN,Asia Pacific,Singapore,282 ms,1502 kB/s
8.219.49.65,8080,false,SIN,Asia Pacific,Singapore,306 ms,1460 kB/s
47.76.37.57,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,1458 kB/s
8.210.107.246,80,false,HKG,Asia Pacific,Hong Kong,56 ms,1440 kB/s
8.219.0.162,2052,false,SIN,Asia Pacific,Singapore,288 ms,1415 kB/s
8.219.106.156,80,false,SIN,Asia Pacific,Singapore,295 ms,1413 kB/s
47.243.91.58,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,1362 kB/s
8.219.111.147,2095,false,SIN,Asia Pacific,Singapore,293 ms,1341 kB/s
47.243.90.180,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1339 kB/s
8.217.85.14,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,1328 kB/s
8.218.18.132,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1320 kB/s
47.236.10.182,2052,false,SIN,Asia Pacific,Singapore,291 ms,1319 kB/s
8.210.48.107,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,1301 kB/s
47.238.0.114,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,1286 kB/s
8.217.121.207,2052,false,HKG,Asia Pacific,Hong Kong,69 ms,1277 kB/s
8.217.250.222,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,1272 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,298 ms,1259 kB/s
47.242.42.153,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,1226 kB/s
47.242.59.216,8880,false,HKG,Asia Pacific,Hong Kong,73 ms,1223 kB/s
8.217.123.243,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,1205 kB/s
47.242.171.94,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,1203 kB/s
8.217.250.222,80,false,HKG,Asia Pacific,Hong Kong,67 ms,1199 kB/s
8.209.119.190,80,false,SJC,North America,San Jose,265 ms,1181 kB/s
8.210.9.129,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,1162 kB/s
8.219.78.1,8080,false,SIN,Asia Pacific,Singapore,300 ms,1141 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,306 ms,1140 kB/s
47.243.60.150,80,false,HKG,Asia Pacific,Hong Kong,67 ms,1133 kB/s
8.210.43.213,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,1130 kB/s
8.210.156.6,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,1128 kB/s
47.242.42.153,80,false,HKG,Asia Pacific,Hong Kong,53 ms,1126 kB/s
8.217.149.28,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,1118 kB/s
8.217.250.222,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,1116 kB/s
47.76.214.139,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,1110 kB/s
47.245.86.230,2082,false,SIN,Asia Pacific,Singapore,302 ms,1110 kB/s
47.243.139.243,80,false,HKG,Asia Pacific,Hong Kong,70 ms,1110 kB/s
47.243.26.83,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,1106 kB/s
47.76.214.139,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,1078 kB/s
8.210.175.109,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,1068 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,290 ms,1050 kB/s
47.242.202.230,80,false,HKG,Asia Pacific,Hong Kong,65 ms,1046 kB/s
47.243.27.217,80,false,HKG,Asia Pacific,Hong Kong,56 ms,1042 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,287 ms,1019 kB/s
47.238.0.114,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,1006 kB/s
47.76.204.76,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,990 kB/s
47.243.27.217,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,979 kB/s
47.76.49.246,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,966 kB/s
8.217.49.34,80,false,HKG,Asia Pacific,Hong Kong,65 ms,856 kB/s
8.217.147.230,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,848 kB/s
47.243.206.150,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,798 kB/s
8.217.232.246,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,792 kB/s
8.219.106.156,8080,false,SIN,Asia Pacific,Singapore,290 ms,782 kB/s
47.238.0.114,80,false,HKG,Asia Pacific,Hong Kong,61 ms,773 kB/s
8.217.85.14,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,767 kB/s
8.210.119.11,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,750 kB/s
8.218.65.237,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,744 kB/s
47.238.0.114,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,742 kB/s
8.217.248.220,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,739 kB/s
47.76.33.40,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,725 kB/s
47.243.27.217,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,721 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,711 kB/s
47.243.26.83,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,694 kB/s
47.76.225.255,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,686 kB/s
8.217.250.222,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,660 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,310 ms,656 kB/s
8.218.243.95,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,654 kB/s
47.76.37.57,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,648 kB/s
47.76.94.15,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,642 kB/s
47.243.186.171,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,628 kB/s
8.218.48.92,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,600 kB/s
47.243.90.180,80,false,HKG,Asia Pacific,Hong Kong,56 ms,594 kB/s
8.218.228.152,80,false,HKG,Asia Pacific,Hong Kong,60 ms,589 kB/s
8.210.9.129,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,583 kB/s
47.242.174.27,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,579 kB/s
47.76.94.15,80,false,HKG,Asia Pacific,Hong Kong,59 ms,578 kB/s
8.218.243.95,80,false,HKG,Asia Pacific,Hong Kong,65 ms,564 kB/s
8.217.49.34,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,549 kB/s
8.218.8.142,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,537 kB/s
8.219.111.147,8880,false,SIN,Asia Pacific,Singapore,294 ms,533 kB/s
47.242.171.94,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,529 kB/s
8.217.251.62,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,516 kB/s
8.210.146.108,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,490 kB/s
8.218.48.92,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,489 kB/s
47.76.204.76,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,485 kB/s
8.217.49.34,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,453 kB/s
8.217.248.220,80,false,HKG,Asia Pacific,Hong Kong,60 ms,429 kB/s
47.242.202.230,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,413 kB/s
8.217.250.222,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,359 kB/s
8.217.239.116,80,false,HKG,Asia Pacific,Hong Kong,66 ms,339 kB/s
47.243.18.199,2082,false,HKG,Asia Pacific,Hong Kong,76 ms,335 kB/s
8.217.164.10,8880,false,HKG,Asia Pacific,Hong Kong,54 ms,325 kB/s
47.76.203.101,80,false,HKG,Asia Pacific,Hong Kong,67 ms,324 kB/s
47.76.32.108,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,306 kB/s
47.76.98.98,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,305 kB/s
47.76.94.15,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,302 kB/s
8.219.111.147,80,false,SIN,Asia Pacific,Singapore,297 ms,279 kB/s
47.242.54.157,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,275 kB/s
8.219.114.201,2086,false,SIN,Asia Pacific,Singapore,284 ms,244 kB/s
47.242.79.71,80,false,HKG,Asia Pacific,Hong Kong,84 ms,234 kB/s
8.217.72.0,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,221 kB/s
47.76.32.108,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,221 kB/s
47.76.225.255,80,false,HKG,Asia Pacific,Hong Kong,60 ms,198 kB/s
8.219.240.160,2086,false,SIN,Asia Pacific,Singapore,290 ms,160 kB/s
47.242.54.157,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,141 kB/s
8.222.214.231,2086,false,SIN,Asia Pacific,Singapore,296 ms,115 kB/s
8.219.240.160,2082,false,SIN,Asia Pacific,Singapore,301 ms,113 kB/s
47.242.54.157,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,111 kB/s
8.222.214.231,2082,false,SIN,Asia Pacific,Singapore,300 ms,97 kB/s
8.222.214.231,80,false,SIN,Asia Pacific,Singapore,288 ms,92 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,75 ms,84 kB/s
47.238.0.114,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,78 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,61 ms,76 kB/s
8.222.214.231,2095,false,SIN,Asia Pacific,Singapore,300 ms,70 kB/s
47.243.107.148,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,56 kB/s
47.242.202.230,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,33 kB/s
8.210.101.157,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,26 kB/s
47.76.37.57,80,false,HKG,Asia Pacific,Hong Kong,60 ms,4 kB/s
47.76.204.76,80,false,HKG,Asia Pacific,Hong Kong,59 ms,2 kB/s
8.217.149.28,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.210.48.107,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.210.146.108,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.243.42.219,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.242.107.109,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.218.74.119,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
8.217.50.252,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.242.157.96,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.243.74.220,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
8.217.66.3,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
8.217.66.3,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.222.181.117,2052,false,SIN,Asia Pacific,Singapore,303 ms,0 kB/s
8.217.66.3,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
8.217.72.0,80,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.243.26.83,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.243.60.150,8080,false,HKG,Asia Pacific,Hong Kong,71 ms,0 kB/s
8.210.156.6,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.217.85.14,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,274 ms,0 kB/s
47.243.90.180,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.210.39.96,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.217.91.121,80,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.243.26.83,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.210.175.109,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.238.40.58,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.217.248.220,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.218.1.163,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.218.1.163,2095,false,HKG,Asia Pacific,Hong Kong,72 ms,0 kB/s
8.217.248.220,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
47.243.243.14,2095,false,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
47.243.206.150,8080,false,HKG,Asia Pacific,Hong Kong,75 ms,0 kB/s
8.218.98.75,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.222.214.231,2052,false,SIN,Asia Pacific,Singapore,287 ms,0 kB/s
47.243.107.148,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.218.173.78,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.173.78,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.33.40,80,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.204.76,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.219.202.130,2082,false,SIN,Asia Pacific,Singapore,309 ms,0 kB/s
8.222.214.231,8080,false,SIN,Asia Pacific,Singapore,306 ms,0 kB/s
8.222.214.231,8880,false,SIN,Asia Pacific,Singapore,291 ms,0 kB/s
8.210.245.224,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.204.76,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.204.76,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
47.76.203.101,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
8.217.164.10,80,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.210.107.246,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.242.7.162,80,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.33.40,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.227.128,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.26.26,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.242.79.71,8880,false,HKG,Asia Pacific,Hong Kong,72 ms,0 kB/s
8.210.21.65,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
47.243.183.127,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.218.2.181,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.76.26.26,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.29.115,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.243.18.199,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.243.107.148,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.218.201.73,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.236.117.48,2082,false,SIN,Asia Pacific,Singapore,300 ms,0 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,295 ms,0 kB/s
47.243.169.63,2095,false,HKG,Asia Pacific,Hong Kong,78 ms,0 kB/s
8.217.121.207,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.218.211.17,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.218.211.17,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.218.201.73,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,292 ms,0 kB/s
8.218.207.169,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.210.9.129,2082,false,HKG,Asia Pacific,Hong Kong,74 ms,0 kB/s
47.243.139.85,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.236.130.95,8880,false,SIN,Asia Pacific,Singapore,286 ms,0 kB/s
